order_id,product_id,product_name,category,price,quantity,order_date,customer_id,marketplace,order_status,payment_method,shipment_cost,city,state
4e25db58-b5a1-42ce-9014-0150f14d152c,6746,hotel,Toys,466.21,1,2023-09-07,1450,Amazon,Cancelled,Credit Card,45.81,Clarkechester,New York
d828d8e1-78d6-4d81-814d-f2b51503d946,8789,north,Clothing,205.67,8,2024-02-08,3009,Amazon,Pending,PayPal,45.55,Port Tinahaven,Massachusetts
205008aa-312b-4412-b3cb-9eb999f0d025,5743,lose,Toys,273.08,8,2022-01-29,9108,eBay,Pending,PayPal,16.04,New Laurafurt,Vermont
94729bfd-6e8b-4b9f-97f0-a37a15af8c06,9474,will,Beauty,111.37,10,2023-08-29,1808,Olist,Cancelled,Credit Card,8.11,East Brandonchester,Delaware
f7f18e9a-06da-4b16-a5e5-b54a78a9d5c5,5874,responsibility,Furniture,278.42,10,2023-03-23,8732,eBay,Cancelled,Bank Transfer,31.20,Wrightburgh,Montana
ceb19eca-264b-4645-a5f2-f5134dde6b85,4299,difference,Electronics,210.85,7,2023-08-01,5666,Amazon,Pending,PayPal,39.22,Lake Michael,New Mexico
14f15b8d-92de-409f-9f5f-2380787cf433,2411,hope,Books,104.85,7,2023-01-10,5061,Olist,Cancelled,Bank Transfer,22.61,Wyattport,Virginia
8b7cde6c-da57-4472-bb27-3851f56c5d8c,2824,director,Toys,211.52,2,2021-12-10,6049,eBay,Pending,Credit Card,31.81,North Garyton,Michigan
a0aa6692-1fda-45bf-998c-174fde7961ee,7926,bit,Toys,393.40,10,2024-02-27,9112,Amazon,Delivered,Bank Transfer,12.07,East Natalieton,Pennsylvania
dc6c47ef-354c-4eca-a31a-804c889c8bab,3217,support,Toys,14.53,9,2024-08-29,4729,Olist,Delivered,PayPal,40.29,Jenniferborough,Nevada
7fc5dd87-365a-4692-b51f-065c013e6b2e,5971,now,Books,155.61,1,2022-02-22,4369,Amazon,Delivered,PayPal,24.94,East Michael,Montana
932bf1bc-d354-4dfa-867f-297c1419eb72,9741,door,Electronics,199.31,10,2021-11-28,2910,Amazon,Cancelled,Bank Transfer,35.95,Brendaside,Kentucky
c854fba9-d2cb-4cc2-b259-ef1e60a49095,9748,spring,Furniture,288.58,6,2023-09-22,7596,Amazon,Cancelled,PayPal,32.10,East Helenview,Rhode Island
cfa4e9df-e941-45b9-a6ba-de83dc035bb1,4449,make,Toys,323.87,5,2022-10-20,6831,eBay,Cancelled,PayPal,46.08,Wallerborough,Rhode Island
3442ec97-b9ed-4778-90c9-f2472b89fdfd,1696,task,Electronics,318.69,4,2022-05-15,1707,Amazon,Cancelled,Credit Card,12.95,Chavezview,Arizona
da8be2b2-cb10-4f26-a104-ab9b31a4136d,3950,bed,Clothing,277.87,3,2022-09-10,3258,eBay,Delivered,PayPal,12.55,Rosemouth,Nevada
5201ed0e-4dad-46cf-8926-f3ea816a8c79,3732,worker,Toys,490.93,2,2024-07-28,7153,Olist,Cancelled,Bank Transfer,48.25,Daltonburgh,South Dakota
bcf8e0d5-7430-48c2-a7de-bccd69564083,7847,son,Clothing,400.40,8,2022-06-25,5529,Olist,Cancelled,Bank Transfer,34.20,Morrisville,Minnesota
ea744ded-4527-4c82-8c05-bc4318ff94a5,5956,way,Clothing,185.10,3,2023-06-17,570,eBay,Delivered,Credit Card,32.06,Kimberlyport,Kansas
b6dddaff-b298-4cdc-a4f8-665139749770,9727,into,Books,476.87,2,2023-06-09,6087,Amazon,Cancelled,Bank Transfer,11.62,North James,North Carolina
4f8d5c0d-b909-4534-89ae-6f955cbf3dab,8385,major,Electronics,412.24,10,2024-02-14,7057,Amazon,Delivered,Bank Transfer,29.30,New Haley,Alaska
ac4c6aa8-db9b-4a76-9b7d-873f9fba10c9,1475,mother,Toys,307.79,6,2023-06-22,9952,Amazon,Delivered,Credit Card,29.26,Goodland,Idaho
f7bcd090-6460-45a6-b033-4a4ac83e52bb,8837,pay,Beauty,264.79,9,2024-03-05,2234,Olist,Delivered,PayPal,8.40,North Emily,Mississippi
f142e576-099b-43ba-9f6a-773cf2b5eab5,3511,world,Toys,133.00,4,2021-10-25,4087,eBay,Pending,Bank Transfer,32.79,Lake Joshuachester,Michigan
41587544-cb22-418a-86d7-be5db8e74fd8,9039,collection,Electronics,153.59,2,2023-04-03,3881,Amazon,Delivered,Bank Transfer,18.97,East Jenna,Indiana
ab7b55a4-27db-4b62-9f02-1c45bf4be033,5170,side,Furniture,499.05,1,2024-05-23,3434,Amazon,Pending,PayPal,17.22,Livingstonfurt,Colorado
02f5dcb8-3901-430f-b18f-57219ba955e1,7837,place,Furniture,405.27,3,2024-02-01,1285,Olist,Delivered,Bank Transfer,46.12,East Shari,New Jersey
70434526-fd9c-4cd9-ab48-fb2aa9d54b02,1291,work,Electronics,420.72,9,2022-07-18,6422,Olist,Delivered,Credit Card,12.47,New Amberstad,Connecticut
c3cd0233-4ab5-4eb2-a8bd-b17be32cdbaa,1468,study,Furniture,401.83,7,2024-05-29,476,Amazon,Pending,Bank Transfer,28.42,Shepherdberg,Georgia
bb507114-113e-4276-bd20-bfae97601d0a,7418,tough,Beauty,428.82,8,2022-06-23,8921,eBay,Pending,Bank Transfer,44.81,New Jeremymouth,Kentucky
b38b761b-6e5f-432a-8ce4-cbd839354504,4504,strategy,Books,297.10,7,2023-11-01,4571,Amazon,Pending,Bank Transfer,16.60,North Jason,California
00e5ca5a-6134-4058-99e1-7b702cb58b8a,5657,past,Clothing,274.88,4,2022-09-04,2123,Amazon,Delivered,Credit Card,46.76,Briggsville,Michigan
40ee07b5-91ed-40b9-8b25-de91d6dee125,6361,receive,Toys,352.95,3,2022-06-24,1252,Amazon,Pending,Bank Transfer,17.87,Johnstontown,Indiana
a3063ba2-7569-42a1-9cac-16bf794b8dd3,6593,reveal,Books,390.27,2,2024-07-27,3051,Olist,Delivered,Credit Card,19.27,Lake Yvonne,Oklahoma
25780c8d-1ffb-47df-88b2-b870ee2b61d5,9477,force,Toys,486.59,5,2023-01-08,3344,eBay,Pending,Bank Transfer,24.97,West Timothyview,Louisiana
94772732-1bdf-4ec9-878b-6d6ad8e4f8d4,5489,shake,Clothing,356.05,10,2024-08-08,7435,eBay,Cancelled,Bank Transfer,13.81,South Alexis,Kansas
3ee2bfd9-79d3-4b0a-afa3-076756539e0a,4939,general,Toys,369.16,3,2022-05-29,7539,Olist,Cancelled,Bank Transfer,8.60,Edwardhaven,Ohio
8bde8a3b-8642-4e08-9a2c-c51bfb112e7e,7158,sometimes,Beauty,367.98,3,2023-07-26,6375,Olist,Cancelled,Bank Transfer,25.93,North Jason,Maryland
7092ce15-b902-4d14-a5a0-c676a8683a9e,9369,air,Toys,60.33,4,2021-11-18,2559,eBay,Cancelled,Credit Card,37.25,Williamsonmouth,Nevada
150b88da-32c3-40db-a9d6-bef0cac3291b,1573,president,Toys,433.11,9,2021-11-25,4113,Amazon,Cancelled,PayPal,26.53,Lake Brittanyside,Maryland
a86087c4-4a33-41d5-93e0-4cc7fca24375,5092,successful,Clothing,326.24,8,2022-08-01,3546,Olist,Cancelled,Bank Transfer,25.92,Lake Jason,Montana
6a6ee6ac-78e1-4ff1-904c-9dcf5921a1b8,6295,according,Furniture,118.17,9,2022-02-21,8256,Olist,Pending,Credit Card,46.41,Powellside,Kentucky
564155a7-9089-49b8-9ac5-66fd9ac03b5b,8808,person,Toys,380.10,4,2022-06-12,4984,Amazon,Cancelled,Bank Transfer,17.46,North Johnstad,Wyoming
f2b73368-bc61-4bcf-b741-f52c30b806af,5402,develop,Clothing,220.17,1,2022-09-16,4329,Amazon,Cancelled,Credit Card,19.09,Autumnhaven,Delaware
8123bf99-5655-439c-86c2-a0ccce260822,3830,yet,Furniture,92.84,5,2022-08-28,5596,Olist,Pending,PayPal,45.09,Port Hannahfurt,Vermont
b09f25e6-ae8e-4301-8f8f-d90a1c970dad,6416,east,Clothing,496.14,9,2024-02-13,6215,eBay,Pending,Bank Transfer,39.14,Deanburgh,Maine
d5505684-5747-48a6-8159-e590a115daf0,2000,fill,Clothing,440.22,5,2022-06-09,1811,Olist,Pending,PayPal,8.54,Lake Mary,Nebraska
7b449a84-ae5d-4c61-bad9-c4a3bd21415d,6141,they,Electronics,123.66,2,2024-10-07,2460,Olist,Delivered,Credit Card,12.06,Steventown,Michigan
5774c73d-6fa3-47e0-bcde-466d994c8331,3475,question,Clothing,136.08,8,2023-08-20,2853,Amazon,Cancelled,Credit Card,5.28,Padillaview,Maryland
cce1f836-efb3-4688-9446-429bc8229a60,6599,open,Electronics,113.74,1,2024-01-18,7083,Olist,Delivered,Credit Card,25.76,Barkerchester,Kansas
6228d2de-e0cf-4d78-ad61-102cf2c04188,3229,decide,Beauty,95.12,9,2022-10-09,839,eBay,Pending,Bank Transfer,39.16,Michaelview,Nebraska
7521d286-3828-4b83-a633-233193dd6c15,8784,at,Clothing,222.96,8,2023-12-04,7704,Olist,Cancelled,PayPal,9.24,West Christopherton,Maine
328ac95b-bd1c-4806-ab9b-45e16080a919,3119,practice,Clothing,124.65,4,2022-06-25,6222,eBay,Cancelled,Bank Transfer,6.44,Benjaminborough,Alabama
26aebf94-289a-4eed-81cf-2c825e3efd0f,4199,modern,Toys,87.42,6,2023-10-11,4756,eBay,Delivered,PayPal,28.68,West Ianport,Oklahoma
a2f0df48-89b3-42ea-b353-d896ec257ae9,1263,evening,Books,458.70,2,2024-03-03,5125,eBay,Delivered,Credit Card,23.75,Josechester,New Hampshire
12cd954c-50c6-475f-801b-a0c6ab9ef0ee,7831,policy,Toys,78.92,6,2023-11-19,6425,eBay,Delivered,Credit Card,9.35,East Samuelchester,Wyoming
31f2d5cb-5198-4647-8f9a-ac8ceb206570,6462,nature,Clothing,266.95,3,2023-04-09,1926,eBay,Delivered,Credit Card,27.12,East Stephanie,Minnesota
281a7bc4-74fc-4e7e-831f-83f60d3960cf,2050,floor,Clothing,415.84,10,2024-05-03,4388,Amazon,Cancelled,Bank Transfer,26.32,Mcmahonside,South Carolina
ac4206b2-70e9-4db2-bf85-6b54f59fa6c5,8059,million,Furniture,465.10,4,2022-07-25,7543,Amazon,Pending,Bank Transfer,39.14,North Rogerview,Kentucky
38f37d5f-cf2a-44a9-ad90-5eb4793afa70,2930,effect,Books,20.47,4,2024-01-31,2510,Olist,Pending,Credit Card,7.10,Joannton,Missouri
ce3291cf-4ac1-42c4-a867-cfc84b7c571b,5136,decade,Furniture,488.95,7,2023-04-04,8290,Amazon,Cancelled,Credit Card,26.73,New Rachel,Idaho
7a4379e7-ac58-4f0e-a00b-1f9377b745b5,6018,player,Clothing,247.07,2,2024-04-29,5189,Amazon,Delivered,Bank Transfer,17.23,Beckerstad,Kansas
891b640f-0f89-4a74-bae0-b373e6269a77,4958,continue,Books,197.27,1,2021-11-02,6803,Olist,Cancelled,Credit Card,49.90,Lake Debraborough,Georgia
335553fe-d19c-419c-8ebb-2a2041e85f3d,2903,choose,Electronics,148.21,3,2023-08-25,1896,Amazon,Delivered,Credit Card,10.37,New Stephanie,Indiana
286bd294-0480-4887-9cd9-f12da2193727,1965,cell,Toys,122.79,4,2023-03-24,5781,Amazon,Delivered,Bank Transfer,44.14,East Lisaport,Wyoming
146ab898-d4fd-4674-92a2-5bbf3c960a87,9385,do,Beauty,18.18,1,2023-04-02,1038,Amazon,Pending,PayPal,35.17,Lake Lisaport,Pennsylvania
0ad4f600-7c6d-4c54-a284-99b1ce6b9970,2068,bill,Furniture,45.31,3,2024-05-02,5164,eBay,Delivered,Bank Transfer,35.51,Lake Jacqueline,Rhode Island
f7f8fa3a-9553-4db7-8456-a7eae2e53464,3215,ability,Electronics,161.29,9,2024-03-20,1823,eBay,Cancelled,PayPal,32.40,South Danielburgh,Hawaii
49f875a8-34ae-42be-ac5e-85a72acd78a4,3283,establish,Beauty,203.19,1,2022-05-14,9082,Olist,Cancelled,Credit Card,48.58,Frederickberg,North Carolina
d4e0fa5d-f837-4141-a39a-3540ca991bd4,8823,team,Books,128.30,9,2024-02-29,7111,Olist,Cancelled,Bank Transfer,8.50,Higginsmouth,North Carolina
19b2b12f-d40e-4c1a-b327-45aae53f2871,1473,cup,Electronics,92.52,10,2023-01-31,5795,Olist,Cancelled,PayPal,46.28,Danielfurt,Florida
811623c5-9ff1-412c-a345-5cd878f7101e,8699,hear,Books,388.18,2,2021-12-28,201,eBay,Pending,PayPal,26.95,Port Chloestad,Nevada
6d804824-364f-49b5-a3b8-4a6acfb86c3f,7647,least,Clothing,166.11,9,2021-12-17,8792,Amazon,Cancelled,Bank Transfer,32.36,Barrettbury,Wyoming
ef3c2f22-4dfa-45fc-998d-0c1e53e4601a,4697,claim,Furniture,330.55,8,2024-09-08,2135,Olist,Delivered,PayPal,42.70,New Mary,Vermont
65fa9fb9-7aa8-4c41-8b26-7bfec6e6b310,8520,food,Books,103.92,8,2023-03-19,2170,Olist,Delivered,Bank Transfer,43.05,Pattersonton,Oklahoma
24d9aae4-0b7e-4a67-a751-a828d5be7f5b,8212,improve,Beauty,15.95,5,2023-12-04,5723,Olist,Delivered,Credit Card,12.35,Johnsonberg,Vermont
aadc33cc-98d9-4d38-82da-dd3ad80730a0,6541,year,Electronics,102.40,5,2024-05-03,7920,Amazon,Delivered,Bank Transfer,19.21,Tiffanyfort,Oklahoma
19b7eed7-0e87-4ba3-9f61-657cc55670f2,8588,cost,Clothing,199.78,2,2023-12-18,8214,eBay,Pending,PayPal,42.20,South Tracy,Connecticut
9a9fa8bf-5aa3-4c29-b12d-7d3ba66343e9,9460,physical,Furniture,409.51,3,2022-12-28,8579,Olist,Pending,Credit Card,38.87,Lake Allisonburgh,Mississippi
676425cb-c71b-4dcc-a644-655597ebb27a,2196,seat,Electronics,298.53,10,2024-08-27,7651,Amazon,Delivered,Bank Transfer,37.32,New Jennifermouth,Nevada
5666154b-3897-4408-8475-9cc9f579b606,7267,film,Furniture,127.25,9,2022-02-24,9935,Olist,Delivered,Bank Transfer,34.13,East Johnchester,West Virginia
870c7a17-c3af-4664-9e25-dc80757c4f3c,9283,or,Electronics,282.42,5,2023-03-27,9730,Amazon,Delivered,Credit Card,43.25,New Amy,Massachusetts
aac8c1b5-1164-4093-82e5-bf3fb7859f55,9577,else,Electronics,259.15,2,2021-12-01,6571,eBay,Cancelled,Bank Transfer,38.30,North Michaelbury,New York
41190445-25f5-421f-aef5-f7f090570270,8179,end,Furniture,440.94,2,2024-03-10,4885,Olist,Delivered,PayPal,44.25,Watsonton,Kansas
9d1b5f8f-c1a4-4c40-a994-ff29bde6fa2f,1806,someone,Clothing,323.87,7,2024-03-03,7460,eBay,Delivered,Credit Card,26.41,Burkefort,Georgia
4eb498e2-c351-4a47-911e-51868ab8f068,9797,night,Beauty,137.62,7,2023-07-16,3193,Olist,Pending,Credit Card,35.88,West Matthewside,Florida
64a683dc-672b-444f-8546-0293d8247bf4,5734,agent,Furniture,446.64,10,2022-09-19,1926,Olist,Delivered,Bank Transfer,25.74,Dawnton,Indiana
942bac3d-c056-4b39-b104-e36d185d97f1,5916,case,Electronics,446.06,6,2023-02-28,4562,Olist,Cancelled,PayPal,14.66,Ramosshire,Utah
b22f990b-502e-4bbc-ae10-7d1d97c66ec0,1572,meeting,Clothing,374.57,10,2022-05-08,5237,Amazon,Cancelled,Bank Transfer,37.94,Christianmouth,Connecticut
e5b5bbb0-0c4f-4b1f-971e-bed2ef1f0c7d,5953,theory,Beauty,408.37,8,2024-04-10,8917,eBay,Pending,Bank Transfer,25.46,East Sara,Rhode Island
6f7cf15f-7934-4b72-9db5-dfeed0b6ed66,4715,field,Clothing,457.48,9,2022-04-15,4696,Olist,Pending,Bank Transfer,38.55,North Brian,New Hampshire
ef6b3cfa-b738-4354-97d2-67837a9aec29,4285,all,Beauty,118.97,10,2023-07-28,7126,eBay,Delivered,Credit Card,47.54,Joelfurt,North Carolina
af0a7a4a-a20b-4745-a39c-2e2a7386430f,8333,law,Beauty,53.84,4,2023-10-02,7883,eBay,Delivered,Credit Card,19.95,East Brett,California
6e326741-8f4d-4073-ab61-941d9d922220,5132,many,Toys,67.47,4,2024-07-19,8206,Amazon,Cancelled,Bank Transfer,49.83,West Megan,Florida
20b513f5-9979-46a5-a5bc-f92eab48fe2b,3454,finish,Beauty,202.03,4,2022-07-02,5752,Amazon,Pending,PayPal,39.97,Kellyshire,Virginia
441acaa1-9ffd-49b0-a981-916986e151e6,7554,none,Electronics,115.33,8,2022-07-17,4727,Amazon,Delivered,Credit Card,14.80,Campbellton,Wyoming
df7df7e9-7bdf-46a0-adf8-cad55fed6288,8931,street,Clothing,436.49,3,2023-04-02,5496,eBay,Cancelled,PayPal,10.98,Reedfort,Mississippi
5c023dc3-a844-4453-b43c-981aa7c13771,6879,before,Beauty,69.08,7,2024-06-29,1971,Amazon,Delivered,Credit Card,6.30,East Tonya,Pennsylvania
54752c2b-1a87-437d-9108-de402eecfa7e,9568,Republican,Books,196.96,3,2024-05-23,1236,Amazon,Cancelled,Bank Transfer,39.00,Debraside,California
ba965f3f-ba81-4ab3-aa90-0b04cc9e30d7,4981,activity,Electronics,136.68,9,2023-10-05,7258,eBay,Delivered,Credit Card,16.32,Johnsonberg,South Dakota
25bb25f9-4327-4e32-883c-c54e6e8254ed,7253,argue,Furniture,312.51,3,2022-08-13,9444,Amazon,Delivered,PayPal,48.65,Jenniferhaven,Illinois
8dee3f2b-4f18-4d34-af7a-a3db8d3a19c7,2017,close,Electronics,379.21,8,2023-08-27,7423,Olist,Cancelled,PayPal,32.99,Smithstad,Washington
dfca22fc-8703-46ef-b4d2-b3fa44cef237,9066,morning,Clothing,429.54,2,2024-08-19,5420,Olist,Cancelled,PayPal,47.48,North Richard,Alabama
a2216b2a-d88d-433f-a4a2-c8e8e8d74b2e,6873,office,Electronics,83.67,6,2022-11-19,7296,Olist,Pending,PayPal,40.09,Lake Catherineborough,California
5d20d2fe-3ef1-4833-998e-76b934f23225,1229,open,Clothing,21.29,8,2023-09-22,6767,Olist,Pending,Bank Transfer,10.36,Jacobfurt,Kentucky
e3f4567f-b16a-46eb-afd9-42747a52b939,3981,drug,Books,43.29,6,2023-07-31,6521,eBay,Pending,Bank Transfer,48.97,Cassandrahaven,Minnesota
cebd820b-6447-4c89-b0fa-9b104fbe145f,5998,seem,Furniture,217.79,5,2022-07-06,869,Olist,Delivered,Bank Transfer,14.44,New Chelseafort,Oregon
1a2d1c4a-328f-4478-baaa-6fe5522d073d,9399,month,Clothing,28.34,6,2022-09-11,4493,eBay,Pending,Bank Transfer,18.80,West Elizabethtown,Alabama
8320ae4a-ed27-4080-9b2e-f1c05ecdf5d4,5152,finish,Furniture,109.10,9,2023-03-29,5973,Amazon,Delivered,PayPal,14.43,Jessicatown,Indiana
8c5e503b-2d36-4735-b64c-fd4a59fd083c,2166,quality,Clothing,231.53,4,2022-09-29,7120,Olist,Delivered,PayPal,39.10,Coreyport,Massachusetts
342b0841-7587-474f-ba2f-641311b9bb2c,9032,seat,Toys,63.00,4,2022-11-28,6581,Olist,Cancelled,Credit Card,34.44,Lonnieborough,Nevada
cd1222b4-53f2-4fc3-a000-c2b8ab602640,3457,series,Toys,382.64,10,2023-12-18,9374,Olist,Cancelled,PayPal,26.26,Port Markshire,New Jersey
07322acb-a8f2-430e-b8f9-facc56eb56f9,9429,stock,Electronics,288.19,10,2023-12-17,9234,Amazon,Delivered,Bank Transfer,24.20,Port Tiffanyborough,Idaho
f576aa0e-3002-4cd6-b690-eff6f958e549,5853,local,Beauty,327.02,8,2022-01-21,3032,Olist,Pending,Bank Transfer,40.54,New Claire,Wyoming
5671f929-c7a1-438d-9bd3-3f8831a1e982,2296,pass,Toys,200.49,10,2022-11-04,691,eBay,Pending,PayPal,47.20,West Anthonyshire,South Carolina
cc346d20-6e28-4438-b538-f9914dc1dea1,6343,order,Furniture,201.05,2,2022-03-06,2647,Olist,Cancelled,Bank Transfer,22.21,New Jordan,Arkansas
1c11b9d7-9719-41a5-a5a4-89a8f327eb26,7218,ago,Clothing,256.89,1,2023-11-20,780,Olist,Cancelled,Credit Card,8.21,Port Dylanburgh,South Dakota
9a6473ef-c352-4022-aab0-3bf3825951b4,8947,talk,Clothing,35.98,7,2023-10-01,7991,Olist,Delivered,PayPal,24.86,North Jeffreyfort,New Hampshire
61e25bbe-6925-455c-bfef-493422da5fe7,3360,cut,Furniture,460.13,10,2022-06-18,7845,Amazon,Delivered,Bank Transfer,21.79,Fritzhaven,South Carolina
70da2726-018c-4673-be55-58ffb26fa632,9029,vote,Furniture,161.12,4,2022-09-07,1154,Amazon,Pending,Bank Transfer,31.92,Lake Yvetteville,Iowa
412b3eae-f64d-4cee-8ffb-f0746654a454,3571,economic,Beauty,14.05,8,2023-10-02,591,Olist,Delivered,PayPal,15.52,Shortstad,Missouri
e6c37551-fd67-4b17-9628-ac52e4d929fb,6161,move,Clothing,499.70,8,2022-10-23,5744,Amazon,Delivered,PayPal,35.07,Nicoleshire,Alabama
4dc5f3c1-9ce1-4e59-8116-456afb8a2bf4,7278,protect,Clothing,300.38,5,2024-01-07,7299,eBay,Pending,Credit Card,21.50,Boyleshire,Massachusetts
28e48e3e-245b-4ce5-8bac-e5693f9eacc2,1042,laugh,Beauty,48.02,3,2022-02-11,1768,eBay,Pending,Bank Transfer,43.40,Port Courtney,Ohio
8edeff70-6f53-4b98-ad75-5d2d7931b5c2,3016,sort,Books,499.39,9,2022-06-06,4783,Olist,Delivered,Bank Transfer,42.53,Edwardstown,West Virginia
a28ce371-6675-4c97-ab20-5f8abce2b461,8616,let,Toys,361.96,9,2024-05-15,2555,Olist,Pending,PayPal,46.25,Barbarastad,Hawaii
f626ecf6-c150-4de8-a8c1-e046b11444df,4134,enter,Clothing,26.01,5,2024-01-30,3728,Olist,Delivered,Bank Transfer,47.57,Smithberg,Louisiana
d5387494-79be-4fdd-9128-39c19f8ba448,6943,floor,Books,474.95,10,2024-06-11,5599,Amazon,Delivered,PayPal,11.53,Dennistown,Utah
d542ab65-f2b1-4a16-9c49-3ed1162544e5,2690,practice,Beauty,154.21,3,2022-11-25,7651,Amazon,Pending,Bank Transfer,15.76,South Charles,Michigan
52ef7f21-d3b9-4066-a144-94749429cc5a,6382,someone,Beauty,256.31,10,2022-10-23,356,eBay,Delivered,PayPal,18.33,North Jamie,Wisconsin
f15959a8-781f-44a7-8c78-24494850461e,1841,list,Clothing,452.21,4,2022-04-15,6961,eBay,Cancelled,Credit Card,18.97,North Alicia,Illinois
1ea475ef-7d23-4d74-aeea-80568432d1c8,2629,gun,Beauty,164.77,5,2024-09-01,1272,Olist,Pending,PayPal,9.98,Lewisport,Missouri
861e3687-aebe-470d-bffc-55fccf91ff61,9138,kitchen,Beauty,182.59,6,2024-06-23,5428,eBay,Delivered,Bank Transfer,42.32,East Haroldbury,Mississippi
5c25ee71-3d62-4dd1-9be8-bfbc5ee7ff29,2245,off,Toys,247.53,5,2024-06-10,2113,Olist,Cancelled,Credit Card,9.89,New Jamesland,Arizona
75b592ec-4d23-4969-ba1a-d9026ad4b20a,8315,include,Beauty,207.18,7,2023-01-01,7234,Amazon,Delivered,Credit Card,42.13,Danielland,Tennessee
5c296476-107f-4ef7-80d2-3106da15e3b1,4991,peace,Toys,454.87,6,2022-03-22,3181,Amazon,Cancelled,Credit Card,10.60,North Justin,Rhode Island
2ab86dcb-6e47-4354-aca4-6920726f8862,1708,him,Toys,127.33,9,2023-06-03,1730,eBay,Pending,PayPal,49.48,North Sara,Nevada
b972b76a-3a66-4120-8b1e-e0453f19a38e,7132,wall,Furniture,259.21,7,2021-10-19,1773,eBay,Delivered,Bank Transfer,12.65,New Kirstenmouth,New Jersey
f73773ef-95de-453a-8807-7e170903a60c,3228,player,Books,273.09,2,2022-12-05,9521,eBay,Pending,Bank Transfer,31.42,West Andrew,Washington
a75e3f5a-72a0-4847-b393-79df17aee60e,4262,follow,Beauty,437.43,9,2023-07-16,5727,Amazon,Pending,Credit Card,29.42,Whitechester,Florida
d2569df9-66c8-47dc-82f1-9a6daa4bc42c,5781,church,Electronics,90.02,9,2024-02-10,4906,eBay,Cancelled,PayPal,37.89,Port Tonystad,Illinois
